id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,total-events,unique-locations,active-location-ratio,private-to-public-ratio,location-entropy,location-dominance-ratio,back-and-forth-count,num-transitions
30a32,2019-04-26,00-06,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
30a32,2019-04-26,06-12,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
30a32,2019-04-26,12-18,8,1,4,20,0,0,0,58,91,5,0.62,0.09,1.47,0.64,5,26
30a32,2019-04-26,18-24,0,4,2,2,0,0,0,21,29,4,0.5,0.29,1.26,0.72,0,5
30a32,2019-04-27,00-06,0,2,3,0,0,0,0,0,5,2,0.25,1.0,0.97,0.6,0,2
30a32,2019-04-27,06-12,6,4,10,18,0,0,0,13,51,5,0.62,1.08,2.15,0.35,5,24
30a32,2019-04-27,12-18,36,0,0,12,0,0,0,53,101,3,0.38,0.0,1.38,0.52,2,21
30a32,2019-04-27,18-24,5,9,5,4,0,0,0,36,59,5,0.62,0.39,1.72,0.61,3,17
30a32,2019-04-28,00-06,0,5,7,0,0,0,0,0,12,2,0.25,1.0,0.98,0.58,1,6
30a32,2019-04-28,06-12,4,8,20,2,0,0,0,51,85,5,0.62,0.55,1.59,0.6,13,37
30a32,2019-04-28,12-18,0,1,2,2,0,0,0,46,51,4,0.5,0.07,0.61,0.9,3,10
30a32,2019-04-28,18-24,0,5,9,2,0,0,0,21,37,4,0.5,0.67,1.58,0.57,2,12
30a32,2019-04-29,00-06,0,3,10,0,0,0,0,0,13,2,0.25,1.0,0.78,0.77,1,5
30a32,2019-04-29,06-12,3,12,16,20,2,4,1,15,73,8,1.0,1.4,2.53,0.27,11,42
30a32,2019-04-29,12-18,0,0,1,51,14,45,12,56,179,6,0.75,0.01,2.13,0.31,20,101
30a32,2019-04-29,18-24,1,6,7,14,2,19,4,46,99,8,1.0,0.19,2.25,0.46,8,51
30a32,2019-04-30,00-06,0,2,2,0,0,0,0,0,4,2,0.25,1.0,1.0,0.5,0,3
30a32,2019-04-30,06-12,3,11,16,30,10,22,6,20,118,8,1.0,0.56,2.75,0.25,7,59
30a32,2019-04-30,12-18,0,0,3,44,10,17,3,64,141,6,0.75,0.04,1.92,0.45,6,56
30a32,2019-04-30,18-24,0,4,6,6,0,1,1,36,54,6,0.75,0.26,1.59,0.67,1,16
30a32,2019-05-01,00-06,0,3,6,0,0,1,0,0,10,3,0.38,9.0,1.3,0.6,2,6
30a32,2019-05-01,06-12,0,2,9,26,0,27,0,29,93,5,0.62,0.2,2.0,0.31,9,37
30a32,2019-05-01,12-18,0,2,3,36,0,26,1,74,142,6,0.75,0.05,1.69,0.52,12,53
30a32,2019-05-01,18-24,1,7,13,6,4,13,5,28,77,8,1.0,0.43,2.56,0.36,8,43
30a32,2019-05-02,00-06,0,6,6,0,0,0,0,0,12,2,0.25,1.0,1.0,0.5,1,6
30a32,2019-05-02,06-12,3,11,23,22,8,22,33,10,132,8,1.0,0.52,2.75,0.25,15,85
30a32,2019-05-02,12-18,9,1,1,40,8,14,29,57,159,8,1.0,0.02,2.33,0.36,10,81
30a32,2019-05-02,18-24,0,4,4,12,4,6,2,40,72,7,0.88,0.17,2.04,0.56,3,29
30a32,2019-05-03,00-06,0,5,4,0,0,0,0,0,9,2,0.25,1.0,0.99,0.56,2,4
30a32,2019-05-03,06-12,0,2,19,26,4,9,8,14,82,7,0.88,0.68,2.47,0.32,5,41
30a32,2019-05-03,12-18,4,2,0,19,8,4,8,78,123,7,0.88,0.02,1.76,0.63,22,63
30a32,2019-05-03,18-24,0,4,7,6,4,4,4,19,48,7,0.88,0.41,2.5,0.4,5,32
30a32,2019-05-04,00-06,0,6,5,1,0,0,0,0,12,3,0.38,1.0,1.33,0.5,4,10
30a32,2019-05-04,06-12,5,5,16,4,2,3,12,8,55,8,1.0,0.91,2.71,0.29,11,35
30a32,2019-05-04,12-18,1,10,7,2,2,5,21,70,118,8,1.0,0.18,1.88,0.59,27,69
30a32,2019-05-04,18-24,2,2,5,4,6,4,7,8,38,8,1.0,0.37,2.86,0.21,4,26
30a32,2019-05-05,00-06,0,4,12,0,0,2,1,0,19,4,0.5,5.33,1.46,0.63,1,9
30a32,2019-05-05,06-12,3,8,25,13,0,8,25,24,106,7,0.88,0.58,2.55,0.24,15,66
30a32,2019-05-05,12-18,1,4,1,9,4,12,12,55,98,8,1.0,0.06,2.04,0.56,9,54
30a32,2019-05-05,18-24,6,7,4,4,0,5,4,27,57,7,0.88,0.31,2.34,0.47,10,35
30a32,2019-05-06,00-06,0,2,6,0,0,0,0,0,8,2,0.25,1.0,0.81,0.75,0,3
30a32,2019-05-06,06-12,0,4,8,6,6,7,20,26,77,7,0.88,0.23,2.48,0.34,8,37
30a32,2019-05-06,12-18,1,0,0,36,6,23,25,72,163,6,0.75,0.0,2.04,0.44,15,88
30a32,2019-05-06,18-24,1,6,11,12,0,16,0,40,86,6,0.75,0.3,2.08,0.47,14,44
30a32,2019-05-07,00-06,0,4,3,0,0,0,0,0,7,2,0.25,1.0,0.99,0.57,0,2
30a32,2019-05-07,06-12,4,7,9,16,6,20,9,4,75,8,1.0,0.48,2.78,0.27,12,43
30a32,2019-05-07,12-18,1,4,1,14,10,37,10,59,136,8,1.0,0.05,2.18,0.43,22,89
30a32,2019-05-07,18-24,1,2,5,8,0,6,7,21,50,7,0.88,0.21,2.34,0.42,5,29
