id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,total-events,unique-locations,active-location-ratio,private-to-public-ratio,location-entropy,location-dominance-ratio,back-and-forth-count,num-transitions
93c14,2019-05-13,00-06,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-05-13,06-12,9,1,9,19,10,9,6,13,76,8,1.0,0.36,2.79,0.25,9,48
93c14,2019-05-13,12-18,2,5,23,16,12,46,33,39,176,8,1.0,0.24,2.62,0.26,20,144
93c14,2019-05-13,18-24,3,10,15,18,8,31,35,34,154,8,1.0,0.25,2.71,0.23,16,122
93c14,2019-05-14,00-06,0,0,6,0,0,5,3,5,19,4,0.5,0.46,1.96,0.32,2,14
93c14,2019-05-14,06-12,2,14,33,22,9,40,42,53,215,8,1.0,0.35,2.67,0.25,36,177
93c14,2019-05-14,12-18,3,5,17,26,15,49,36,65,216,8,1.0,0.15,2.57,0.3,28,168
93c14,2019-05-14,18-24,5,5,17,16,10,41,39,37,170,8,1.0,0.19,2.65,0.24,19,131
93c14,2019-05-15,00-06,0,0,6,0,0,0,0,0,6,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-15,06-12,2,18,23,30,10,64,52,53,252,8,1.0,0.24,2.64,0.25,30,196
93c14,2019-05-15,12-18,1,3,8,20,12,29,24,20,117,8,1.0,0.15,2.63,0.25,13,90
93c14,2019-05-15,18-24,6,4,2,12,6,10,18,14,72,8,1.0,0.14,2.76,0.25,8,57
93c14,2019-05-16,00-06,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-05-16,06-12,2,8,29,24,7,62,46,49,227,8,1.0,0.24,2.56,0.27,32,178
93c14,2019-05-16,12-18,4,9,35,22,13,48,36,48,215,8,1.0,0.33,2.7,0.22,22,166
93c14,2019-05-16,18-24,0,7,20,2,6,19,11,17,82,7,0.88,0.57,2.55,0.24,4,66
93c14,2019-05-17,00-06,0,0,6,0,0,0,0,0,6,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-17,06-12,0,8,32,18,6,46,30,48,188,7,0.88,0.32,2.53,0.26,18,137
93c14,2019-05-17,12-18,4,3,10,14,10,25,22,23,111,8,1.0,0.19,2.73,0.23,11,86
93c14,2019-05-17,18-24,4,11,16,20,12,35,26,27,151,8,1.0,0.31,2.8,0.23,14,113
93c14,2019-05-18,00-06,0,0,8,0,0,0,0,0,8,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-18,06-12,4,20,27,18,6,42,39,40,196,8,1.0,0.39,2.72,0.21,25,148
93c14,2019-05-18,12-18,2,6,18,26,10,39,27,39,167,8,1.0,0.23,2.66,0.23,19,130
93c14,2019-05-18,18-24,0,0,4,2,4,8,4,8,30,6,0.75,0.2,2.44,0.27,4,26
93c14,2019-05-19,00-06,0,4,6,0,0,5,5,3,23,5,0.62,0.77,2.29,0.26,3,20
93c14,2019-05-19,06-12,0,3,14,18,6,37,21,30,129,7,0.88,0.19,2.51,0.29,13,92
93c14,2019-05-19,12-18,6,6,8,8,24,43,28,43,166,8,1.0,0.12,2.61,0.26,24,133
93c14,2019-05-19,18-24,5,12,10,26,12,45,38,48,196,8,1.0,0.17,2.68,0.24,26,151
93c14,2019-05-20,00-06,0,0,6,0,0,0,0,0,6,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-20,06-12,6,17,25,14,8,35,35,40,180,8,1.0,0.38,2.77,0.22,26,146
93c14,2019-05-20,12-18,6,14,10,32,15,45,56,66,244,8,1.0,0.14,2.64,0.27,35,188
93c14,2019-05-20,18-24,6,3,11,20,7,22,30,36,135,8,1.0,0.16,2.66,0.27,16,102
93c14,2019-05-21,00-06,0,0,7,0,0,0,0,0,7,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-21,06-12,4,31,20,14,5,40,36,31,181,8,1.0,0.48,2.72,0.22,17,138
93c14,2019-05-21,12-18,7,7,32,27,3,41,31,40,188,8,1.0,0.35,2.67,0.22,33,143
93c14,2019-05-21,18-24,3,6,12,27,8,28,34,42,160,8,1.0,0.17,2.64,0.26,36,132
93c14,2019-05-22,00-06,0,0,5,0,0,0,0,0,5,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-22,06-12,2,15,32,24,8,61,57,34,233,8,1.0,0.31,2.62,0.26,47,173
93c14,2019-05-22,12-18,0,5,3,10,8,22,16,24,88,7,0.88,0.13,2.53,0.27,8,67
93c14,2019-05-22,18-24,10,6,17,28,6,33,37,42,179,8,1.0,0.21,2.71,0.23,8,138
93c14,2019-05-23,00-06,0,0,2,0,0,0,0,0,2,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-23,06-12,0,9,20,12,8,32,27,29,137,7,0.88,0.33,2.64,0.23,13,97
93c14,2019-05-23,12-18,2,7,14,20,20,37,29,26,155,8,1.0,0.23,2.74,0.24,21,115
93c14,2019-05-23,18-24,0,5,19,24,14,38,34,34,168,7,0.88,0.23,2.62,0.23,21,135
93c14,2019-05-24,00-06,0,0,9,0,0,1,0,1,11,3,0.38,4.5,0.87,0.82,0,4
93c14,2019-05-24,06-12,0,10,23,18,4,65,41,34,195,7,0.88,0.24,2.46,0.33,29,158
93c14,2019-05-24,12-18,0,3,10,20,8,26,27,26,120,7,0.88,0.16,2.56,0.22,9,93
93c14,2019-05-24,18-24,0,7,13,16,6,24,28,33,127,7,0.88,0.24,2.59,0.26,27,102
93c14,2019-05-25,00-06,0,2,9,0,0,2,4,4,21,5,0.62,1.1,2.08,0.43,1,14
93c14,2019-05-25,06-12,0,26,33,18,8,52,51,33,221,7,0.88,0.43,2.63,0.24,25,169
93c14,2019-05-25,12-18,0,3,10,54,8,29,31,31,166,7,0.88,0.14,2.43,0.33,21,121
93c14,2019-05-25,18-24,0,4,7,18,0,23,26,26,104,6,0.75,0.15,2.36,0.25,9,80
93c14,2019-05-26,00-06,0,0,3,0,0,0,0,0,3,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-26,06-12,0,4,11,12,3,19,19,17,85,7,0.88,0.27,2.59,0.22,7,67
93c14,2019-05-26,12-18,0,13,24,4,3,39,21,34,138,7,0.88,0.39,2.45,0.28,16,103
93c14,2019-05-26,18-24,0,7,14,15,6,24,17,28,111,7,0.88,0.3,2.64,0.25,13,83
93c14,2019-05-27,00-06,0,0,2,0,0,0,0,0,2,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-27,06-12,0,6,15,14,2,27,25,24,113,7,0.88,0.28,2.54,0.24,17,85
93c14,2019-05-27,12-18,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-05-27,18-24,0,9,13,10,6,23,24,25,110,7,0.88,0.31,2.64,0.23,11,78
93c14,2019-05-28,00-06,0,0,6,0,0,1,0,0,7,2,0.25,6.0,0.59,0.86,1,3
93c14,2019-05-28,06-12,0,7,16,20,6,30,19,23,121,7,0.88,0.32,2.64,0.25,10,85
93c14,2019-05-28,12-18,0,6,11,24,14,34,35,38,162,7,0.88,0.16,2.59,0.23,13,113
93c14,2019-05-28,18-24,0,3,6,16,6,30,40,30,131,7,0.88,0.09,2.4,0.31,16,101
93c14,2019-05-29,00-06,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-05-29,06-12,0,3,19,18,6,40,43,51,180,7,0.88,0.16,2.43,0.28,21,135
93c14,2019-05-29,12-18,0,14,26,6,10,38,26,12,132,7,0.88,0.53,2.58,0.29,20,94
93c14,2019-05-29,18-24,0,4,12,18,10,33,30,37,144,7,0.88,0.16,2.55,0.26,24,117
93c14,2019-05-30,00-06,0,0,5,0,0,0,0,0,5,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-05-30,06-12,0,21,30,20,4,53,49,28,205,7,0.88,0.39,2.57,0.26,27,145
93c14,2019-05-30,12-18,0,0,5,2,10,11,9,2,39,6,0.75,0.23,2.33,0.28,7,27
93c14,2019-05-30,18-24,0,3,22,10,12,35,20,24,126,7,0.88,0.32,2.57,0.28,13,91
93c14,2019-05-31,00-06,0,0,12,0,0,1,0,0,13,2,0.25,12.0,0.39,0.92,0,2
93c14,2019-05-31,06-12,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-05-31,12-18,0,0,0,0,4,1,1,0,6,3,0.38,0.0,1.25,0.67,0,4
93c14,2019-05-31,18-24,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-06-01,00-06,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
93c14,2019-06-01,06-12,0,0,0,0,2,0,0,0,2,1,0.12,1.0,-0.0,1.0,0,1
93c14,2019-06-01,12-18,0,0,0,0,6,2,0,0,8,2,0.25,0.0,0.81,0.75,2,5
