id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge,total-events,unique-locations,active-location-ratio,private-to-public-ratio,location-entropy,location-dominance-ratio,back-and-forth-count,num-transitions
d7a46,2019-06-07,00-06,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0
d7a46,2019-06-07,06-12,1,0,0,1,3,1,3,0,9,5,0.62,0.0,2.11,0.33,0,6
d7a46,2019-06-07,12-18,0,0,0,22,9,13,20,13,77,5,0.62,0.0,2.25,0.29,12,49
d7a46,2019-06-07,18-24,10,5,6,44,0,7,48,27,147,7,0.88,0.13,2.32,0.33,15,68
d7a46,2019-06-08,00-06,0,3,9,0,0,0,0,0,12,2,0.25,1.0,0.81,0.75,1,5
d7a46,2019-06-08,06-12,0,57,42,8,17,26,32,35,217,7,0.88,1.06,2.63,0.26,33,165
d7a46,2019-06-08,12-18,8,4,13,22,28,42,53,29,199,8,1.0,0.14,2.69,0.27,22,139
d7a46,2019-06-08,18-24,0,0,0,10,6,11,21,15,63,5,0.62,0.0,2.21,0.33,2,34
d7a46,2019-06-09,00-06,0,9,12,6,0,2,6,12,47,6,0.75,1.05,2.41,0.26,6,22
d7a46,2019-06-09,06-12,4,12,19,3,2,10,17,0,67,7,0.88,1.15,2.47,0.28,10,34
d7a46,2019-06-09,12-18,8,0,0,15,10,7,30,28,98,6,0.75,0.0,2.36,0.31,7,49
d7a46,2019-06-09,18-24,2,0,1,10,12,22,58,85,190,7,0.88,0.01,1.99,0.45,41,110
d7a46,2019-06-10,00-06,0,10,18,0,2,3,0,0,33,4,0.5,9.33,1.56,0.55,4,15
d7a46,2019-06-10,06-12,0,16,13,2,4,11,29,21,96,7,0.88,0.48,2.49,0.3,7,42
d7a46,2019-06-10,12-18,18,1,9,8,16,23,39,18,132,8,1.0,0.12,2.67,0.3,14,76
d7a46,2019-06-10,18-24,0,6,10,10,2,6,14,59,107,7,0.88,0.2,2.07,0.55,5,32
d7a46,2019-06-11,00-06,0,1,2,0,0,0,0,0,3,2,0.25,1.0,0.92,0.67,1,3
d7a46,2019-06-11,06-12,2,13,10,10,8,21,15,1,80,8,1.0,0.62,2.68,0.26,13,50
d7a46,2019-06-11,12-18,4,0,0,6,12,16,49,34,121,6,0.75,0.0,2.14,0.4,17,58
d7a46,2019-06-11,18-24,2,0,0,14,2,2,24,47,91,6,0.75,0.0,1.78,0.52,6,33
d7a46,2019-06-12,00-06,0,3,15,14,10,23,46,7,118,7,0.88,0.24,2.41,0.39,11,57
d7a46,2019-06-12,06-12,0,9,25,8,10,19,24,40,135,7,0.88,0.41,2.59,0.3,25,111
