id,date,12h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
65db4,2019-05-10,00-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65db4,2019-05-10,12-24,18.0,46.0,36.0,10.0,37.0,63.0,40.0,91.0
65db4,2019-05-11,00-12,0.0,13.0,8.0,4.0,6.0,16.0,15.0,74.0
65db4,2019-05-11,12-24,0.0,14.0,6.0,12.0,2.0,19.0,28.0,44.0
65db4,2019-05-12,00-12,0.0,9.0,8.0,6.0,2.0,13.0,13.0,17.0
65db4,2019-05-12,12-24,2.0,27.0,23.0,24.0,26.0,42.0,39.0,67.0
65db4,2019-05-13,00-12,4.0,12.0,10.0,8.0,12.0,20.0,20.0,32.0
65db4,2019-05-13,12-24,17.0,24.0,10.0,10.0,16.0,31.0,32.0,62.0
65db4,2019-05-14,00-12,18.0,29.0,20.0,2.0,10.0,38.0,24.0,64.0
65db4,2019-05-14,12-24,35.0,13.0,9.0,16.0,28.0,27.0,33.0,47.0
65db4,2019-05-15,00-12,2.0,14.0,14.0,4.0,6.0,25.0,23.0,26.0
65db4,2019-05-15,12-24,17.0,14.0,8.0,10.0,18.0,26.0,33.0,48.0
65db4,2019-05-16,00-12,0.0,16.0,12.0,8.0,10.0,18.0,18.0,28.0
65db4,2019-05-16,12-24,0.0,18.0,11.0,6.0,16.0,26.0,27.0,49.0
65db4,2019-05-17,00-12,0.0,19.0,13.0,2.0,2.0,29.0,17.0,26.0
65db4,2019-05-17,12-24,0.0,27.0,15.0,14.0,22.0,38.0,39.0,76.0
65db4,2019-05-18,00-12,0.0,8.0,8.0,6.0,10.0,14.0,17.0,42.0
65db4,2019-05-18,12-24,0.0,6.0,0.0,0.0,0.0,6.0,11.0,15.0
65db4,2019-05-19,00-12,0.0,11.0,7.0,4.0,6.0,14.0,12.0,14.0
65db4,2019-05-19,12-24,2.0,15.0,6.0,4.0,20.0,27.0,26.0,53.0
65db4,2019-05-20,00-12,0.0,12.0,14.0,10.0,12.0,20.0,22.0,21.0
