id,date,12h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
e8a78,2019-04-16,00-12,7.0,7.0,12.0,5.0,2.0,17.0,20.0,19.0
e8a78,2019-04-16,12-24,19.0,14.0,25.0,32.0,20.0,74.0,50.0,61.0
e8a78,2019-04-17,00-12,10.0,36.0,46.0,15.0,11.0,26.0,18.0,5.0
e8a78,2019-04-17,12-24,6.0,25.0,36.0,40.0,18.0,48.0,53.0,23.0
e8a78,2019-04-18,00-12,6.0,47.0,64.0,36.0,18.0,39.0,27.0,18.0
e8a78,2019-04-18,12-24,18.0,25.0,37.0,24.0,28.0,63.0,44.0,71.0
e8a78,2019-04-19,00-12,4.0,30.0,37.0,14.0,16.0,22.0,25.0,10.0
e8a78,2019-04-19,12-24,20.0,28.0,48.0,86.0,14.0,77.0,77.0,54.0
e8a78,2019-04-20,00-12,34.0,51.0,52.0,26.0,10.0,41.0,23.0,16.0
e8a78,2019-04-20,12-24,22.0,24.0,37.0,48.0,20.0,76.0,57.0,35.0
e8a78,2019-04-21,00-12,6.0,37.0,53.0,22.0,8.0,21.0,7.0,8.0
e8a78,2019-04-21,12-24,17.0,25.0,38.0,36.0,14.0,63.0,17.0,54.0
e8a78,2019-04-22,00-12,18.0,48.0,60.0,14.0,6.0,42.0,12.0,29.0
e8a78,2019-04-22,12-24,28.0,30.0,34.0,48.0,20.0,70.0,17.0,45.0
e8a78,2019-04-23,00-12,2.0,42.0,53.0,36.0,6.0,27.0,13.0,6.0
e8a78,2019-04-23,12-24,6.0,8.0,21.0,28.0,6.0,20.0,18.0,15.0
e8a78,2019-04-24,00-12,6.0,39.0,48.0,16.0,10.0,20.0,22.0,4.0
e8a78,2019-04-24,12-24,6.0,19.0,19.0,40.0,18.0,54.0,58.0,27.0
e8a78,2019-04-25,00-12,4.0,63.0,48.0,10.0,12.0,42.0,32.0,15.0
e8a78,2019-04-25,12-24,12.0,45.0,33.0,58.0,16.0,86.0,67.0,54.0
e8a78,2019-04-26,00-12,8.0,47.0,49.0,18.0,2.0,23.0,23.0,24.0
e8a78,2019-04-26,12-24,16.0,18.0,25.0,68.0,22.0,65.0,28.0,53.0
e8a78,2019-04-27,00-12,0.0,54.0,59.0,17.0,14.0,40.0,13.0,23.0
e8a78,2019-04-27,12-24,13.0,33.0,49.0,15.0,28.0,59.0,37.0,39.0
e8a78,2019-04-28,00-12,3.0,52.0,52.0,12.0,6.0,23.0,19.0,5.0
e8a78,2019-04-28,12-24,6.0,20.0,35.0,14.0,10.0,38.0,16.0,32.0
e8a78,2019-04-29,00-12,4.0,43.0,45.0,28.0,14.0,31.0,37.0,12.0
e8a78,2019-04-29,12-24,24.0,22.0,26.0,38.0,2.0,64.0,50.0,48.0
e8a78,2019-04-30,00-12,10.0,51.0,47.0,24.0,16.0,49.0,39.0,20.0
e8a78,2019-04-30,12-24,26.0,27.0,37.0,64.0,16.0,84.0,51.0,49.0
e8a78,2019-05-01,00-12,4.0,51.0,66.0,16.0,18.0,42.0,28.0,17.0
e8a78,2019-05-01,12-24,19.0,19.0,30.0,56.0,14.0,55.0,60.0,34.0
