id,date,12h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
385de,2019-06-10,00-12,1.0,8.0,11.0,1.0,1.0,6.0,6.0,6.0
385de,2019-06-10,12-24,13.0,1.0,22.0,34.0,34.0,55.0,56.0,36.0
385de,2019-06-11,00-12,3.0,1.0,31.0,10.0,2.0,19.0,32.0,5.0
385de,2019-06-11,12-24,9.0,1.0,20.0,30.0,8.0,27.0,57.0,17.0
385de,2019-06-12,00-12,1.0,3.0,9.0,10.0,0.0,19.0,40.0,12.0
385de,2019-06-12,12-24,7.0,0.0,16.0,38.0,8.0,56.0,75.0,18.0
385de,2019-06-13,00-12,0.0,0.0,17.0,12.0,4.0,31.0,36.0,7.0
385de,2019-06-13,12-24,12.0,1.0,19.0,28.0,12.0,77.0,96.0,32.0
385de,2019-06-14,00-12,3.0,2.0,23.0,6.0,2.0,33.0,44.0,11.0
385de,2019-06-14,12-24,1.0,0.0,13.0,42.0,2.0,58.0,100.0,27.0
385de,2019-06-17,00-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385de,2019-06-17,12-24,5.0,12.0,5.0,60.0,4.0,43.0,80.0,22.0
385de,2019-06-18,00-12,2.0,23.0,29.0,38.0,2.0,54.0,69.0,5.0
385de,2019-06-18,12-24,0.0,10.0,10.0,38.0,4.0,39.0,63.0,67.0
385de,2019-06-19,00-12,5.0,16.0,21.0,36.0,6.0,42.0,60.0,12.0
385de,2019-06-19,12-24,7.0,5.0,20.0,30.0,12.0,48.0,67.0,19.0
385de,2019-06-20,00-12,4.0,1.0,14.0,18.0,2.0,33.0,38.0,13.0
385de,2019-06-20,12-24,2.0,2.0,14.0,40.0,4.0,45.0,80.0,43.0
385de,2019-06-21,00-12,5.0,3.0,23.0,16.0,0.0,23.0,30.0,14.0
385de,2019-06-21,12-24,1.0,3.0,17.0,42.0,5.0,46.0,76.0,26.0
385de,2019-06-22,00-12,3.0,0.0,31.0,20.0,3.0,37.0,44.0,19.0
385de,2019-06-22,12-24,3.0,9.0,29.0,61.0,8.0,67.0,115.0,42.0
385de,2019-06-23,00-12,1.0,2.0,23.0,10.0,0.0,24.0,35.0,15.0
385de,2019-06-23,12-24,1.0,0.0,17.0,70.0,23.0,47.0,107.0,34.0
385de,2019-06-24,00-12,1.0,0.0,21.0,16.0,0.0,28.0,46.0,3.0
385de,2019-06-24,12-24,11.0,0.0,15.0,28.0,6.0,59.0,68.0,17.0
385de,2019-06-25,00-12,1.0,1.0,17.0,6.0,2.0,24.0,31.0,8.0
385de,2019-06-25,12-24,5.0,2.0,29.0,18.0,9.0,36.0,31.0,18.0
385de,2019-06-26,00-12,3.0,0.0,18.0,10.0,0.0,37.0,44.0,5.0
385de,2019-06-26,12-24,7.0,1.0,31.0,46.0,10.0,46.0,82.0,18.0
385de,2019-06-27,00-12,2.0,2.0,14.0,12.0,2.0,19.0,40.0,4.0
385de,2019-06-27,12-24,2.0,0.0,26.0,18.0,12.0,26.0,32.0,19.0
385de,2019-06-28,00-12,1.0,3.0,17.0,20.0,4.0,26.0,51.0,23.0
385de,2019-06-28,12-24,1.0,0.0,8.0,62.0,6.0,41.0,112.0,34.0
385de,2019-06-29,00-12,1.0,1.0,23.0,18.0,2.0,42.0,44.0,17.0
385de,2019-06-29,12-24,1.0,1.0,17.0,28.0,9.0,67.0,88.0,15.0
385de,2019-06-30,00-12,1.0,1.0,8.0,10.0,2.0,17.0,33.0,14.0
385de,2019-06-30,12-24,3.0,4.0,23.0,22.0,8.0,42.0,80.0,25.0
