id,date,12h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
96adf,2019-05-07,00-12,11.0,10.0,3.0,19.0,12.0,2.0,9.0,6.0
96adf,2019-05-07,12-24,8.0,16.0,24.0,42.0,22.0,35.0,48.0,93.0
96adf,2019-05-08,00-12,4.0,15.0,36.0,20.0,10.0,19.0,8.0,42.0
96adf,2019-05-08,12-24,8.0,15.0,29.0,36.0,8.0,23.0,15.0,54.0
96adf,2019-05-09,00-12,4.0,14.0,27.0,10.0,14.0,10.0,0.0,13.0
96adf,2019-05-09,12-24,14.0,12.0,36.0,38.0,20.0,30.0,0.0,75.0
96adf,2019-05-10,00-12,6.0,15.0,28.0,12.0,6.0,24.0,13.0,30.0
96adf,2019-05-10,12-24,20.0,8.0,29.0,62.0,22.0,45.0,33.0,110.0
96adf,2019-05-11,00-12,10.0,21.0,35.0,31.0,4.0,16.0,21.0,38.0
96adf,2019-05-11,12-24,22.0,4.0,15.0,26.0,8.0,14.0,37.0,72.0
96adf,2019-05-12,00-12,8.0,18.0,53.0,42.0,22.0,52.0,29.0,51.0
96adf,2019-05-12,12-24,32.0,6.0,16.0,72.0,10.0,39.0,106.0,144.0
96adf,2019-05-13,00-12,4.0,16.0,42.0,14.0,2.0,18.0,18.0,23.0
96adf,2019-05-13,12-24,12.0,6.0,28.0,44.0,18.0,30.0,13.0,111.0
96adf,2019-05-14,00-12,4.0,16.0,44.0,22.0,4.0,24.0,13.0,25.0
96adf,2019-05-14,12-24,14.0,8.0,18.0,38.0,16.0,27.0,18.0,83.0
96adf,2019-05-15,00-12,4.0,23.0,36.0,12.0,10.0,25.0,18.0,33.0
96adf,2019-05-15,12-24,8.0,13.0,21.0,28.0,16.0,24.0,8.0,57.0
96adf,2019-05-16,00-12,4.0,30.0,44.0,26.0,16.0,24.0,11.0,36.0
96adf,2019-05-16,12-24,8.0,6.0,16.0,43.0,22.0,25.0,4.0,75.0
96adf,2019-05-17,00-12,4.0,17.0,20.0,16.0,6.0,6.0,4.0,14.0
96adf,2019-05-17,12-24,10.0,13.0,34.0,40.0,26.0,33.0,36.0,86.0
96adf,2019-05-18,00-12,4.0,15.0,36.0,10.0,2.0,6.0,3.0,12.0
96adf,2019-05-18,12-24,39.0,8.0,22.0,46.0,30.0,49.0,74.0,133.0
96adf,2019-05-19,00-12,6.0,10.0,46.0,24.0,16.0,28.0,23.0,37.0
96adf,2019-05-19,12-24,31.0,6.0,26.0,38.0,4.0,32.0,66.0,110.0
96adf,2019-05-20,00-12,4.0,18.0,30.0,28.0,10.0,38.0,23.0,59.0
