id,date,6h,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
8d0d4,2019-04-23,00-06,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-23,06-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-23,12-18,14,1.62,4.17,39,15,0.92,3.08,22,11,1.04,2.6,25,17,1.33,3.7,32,13,1.33,3.41,32,0,0.0,0.0,0,21,2.79,6.45,67,15,2.29,4.67,55
8d0d4,2019-04-23,18-24,3,0.12,0.61,3,10,0.83,2.28,20,22,3.04,5.86,73,6,0.25,1.22,6,8,0.33,1.63,8,0,0.0,0.0,0,10,0.58,2.17,14,9,0.42,1.84,10
8d0d4,2019-04-24,00-06,0,0.0,0.0,0,2,0.25,0.61,6,4,0.58,1.35,14,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,5,0.38,1.13,9,25,2.46,6.18,59
8d0d4,2019-04-24,06-12,0,0.0,0.0,0,4,0.33,0.96,8,16,1.21,3.72,29,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-24,12-18,2,0.08,0.41,2,3,0.21,0.72,5,6,0.62,1.61,15,8,0.42,1.67,10,6,0.33,1.27,8,0,0.0,0.0,0,11,0.79,2.6,19,6,0.54,1.59,13
8d0d4,2019-04-24,18-24,0,0.0,0.0,0,2,0.17,0.48,4,8,0.88,2.05,21,4,0.25,0.9,6,6,0.33,1.27,8,0,0.0,0.0,0,8,0.54,1.89,13,6,0.5,1.69,12
8d0d4,2019-04-25,00-06,0,0.0,0.0,0,2,0.08,0.41,2,2,0.21,0.51,5,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-25,06-12,0,0.0,0.0,0,1,0.04,0.2,1,9,0.92,2.15,22,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-25,12-18,0,0.0,0.0,0,2,0.08,0.41,2,5,0.29,1.08,7,10,0.42,2.04,10,6,0.33,1.27,8,0,0.0,0.0,0,12,1.79,3.81,43,22,3.38,6.91,81
8d0d4,2019-04-25,18-24,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,8,1.62,2.99,39,15,2.75,5.29,66
8d0d4,2019-04-26,00-06,0,0.0,0.0,0,2,0.17,0.56,4,6,0.67,1.61,16,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3,0.17,0.64,4,29,1.38,5.92,33
8d0d4,2019-04-26,06-12,0,0.0,0.0,0,2,0.08,0.41,2,7,0.58,1.64,14,6,0.42,1.44,10,6,0.33,1.27,8,0,0.0,0.0,0,9,0.58,2.06,14,12,0.79,2.78,19
8d0d4,2019-04-26,12-18,0,0.0,0.0,0,0,0.0,0.0,0,3,0.12,0.61,3,0,0.0,0.0,0,0,0.0,0.0,0,2,0.25,0.61,6,7,1.33,2.41,32,15,3.17,5.74,76
8d0d4,2019-04-26,18-24,0,0.0,0.0,0,5,0.29,1.08,7,9,1.08,2.54,26,12,0.58,2.47,14,8,0.42,1.67,10,8,0.46,1.67,11,15,1.08,3.72,26,18,1.21,4.12,29
8d0d4,2019-04-27,00-06,0,0.0,0.0,0,3,0.25,0.74,6,10,1.04,2.4,25,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-27,06-12,0,0.0,0.0,0,2,0.17,0.56,4,5,0.79,1.61,19,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-27,12-18,0,0.0,0.0,0,3,0.17,0.64,4,14,2.38,4.55,57,4,0.25,0.9,6,4,0.25,0.9,6,6,0.67,1.66,16,10,0.88,2.47,21,13,1.38,3.62,33
8d0d4,2019-04-27,18-24,0,0.0,0.0,0,5,0.5,1.25,12,15,1.83,3.89,44,12,0.67,2.55,16,6,0.33,1.27,8,6,0.38,1.35,9,10,0.5,2.06,12,12,0.58,2.47,14
8d0d4,2019-04-28,00-06,0,0.0,0.0,0,7,0.29,1.43,7,15,1.42,3.44,34,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
8d0d4,2019-04-28,06-12,0,0.0,0.0,0,4,0.33,0.92,8,12,1.08,2.75,26,0,0.0,0.0,0,0,0.0,0.0,0,3,0.29,0.86,7,5,0.42,1.21,10,11,1.17,3.27,28
8d0d4,2019-04-28,12-18,0,0.0,0.0,0,4,0.42,1.14,10,18,2.25,4.63,54,2,0.17,0.56,4,2,0.17,0.56,4,7,0.96,1.92,23,14,1.17,3.23,28,19,2.08,4.79,50
