id,date,6h,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
d7a46,2019-06-07,00-06,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
d7a46,2019-06-07,06-12,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,3,0.12,0.61,3,1,0.04,0.2,1,3,0.12,0.61,3,0,0.0,0.0,0
d7a46,2019-06-07,12-18,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,8,0.92,2.21,22,5,0.38,1.28,9,10,0.54,2.11,13,12,0.83,2.55,20,5,0.54,1.35,13
d7a46,2019-06-07,18-24,4,0.42,1.18,10,5,0.21,1.02,5,6,0.25,1.22,6,14,1.83,4.49,44,0,0.0,0.0,0,4,0.29,0.91,7,17,2.0,4.45,48,8,1.12,2.44,27
d7a46,2019-06-08,00-06,0,0.0,0.0,0,3,0.12,0.61,3,6,0.38,1.28,9,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
d7a46,2019-06-08,06-12,0,0.0,0.0,0,19,2.38,5.36,57,12,1.75,3.69,42,6,0.33,1.27,8,9,0.71,2.07,17,9,1.08,2.65,26,12,1.33,3.51,32,21,1.46,4.59,35
d7a46,2019-06-08,12-18,4,0.33,1.13,8,3,0.17,0.64,4,11,0.54,2.26,13,8,0.92,2.12,22,20,1.17,4.17,28,21,1.75,4.9,42,18,2.21,4.98,53,14,1.21,3.02,29
d7a46,2019-06-08,18-24,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,6,0.42,1.32,10,2,0.25,0.68,6,6,0.46,1.44,11,7,0.88,2.15,21,6,0.62,1.64,15
d7a46,2019-06-09,00-06,0,0.0,0.0,0,6,0.38,1.28,9,6,0.5,1.47,12,6,0.25,1.22,6,0,0.0,0.0,0,2,0.08,0.41,2,6,0.25,1.22,6,5,0.5,1.38,12
d7a46,2019-06-09,06-12,4,0.17,0.82,4,10,0.5,2.04,12,12,0.79,2.59,19,3,0.12,0.61,3,1,0.08,0.28,2,5,0.42,1.41,10,16,0.71,3.26,17,0,0.0,0.0,0
