id,date,6h,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
1fbe4,2019-04-24,00-06,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-24,06-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-24,12-18,8,1.12,2.15,27,4,0.42,1.06,10,5,0.67,1.69,16,20,2.58,5.48,62,11,0.54,2.26,13,14,1.83,3.83,44,20,3.29,6.27,79,6,0.79,1.74,19
1fbe4,2019-04-24,18-24,13,1.29,3.57,31,3,0.33,0.82,8,6,0.67,1.61,16,14,1.0,3.12,24,0,0.0,0.0,0,11,1.42,2.93,34,17,1.92,4.58,46,13,1.17,2.99,28
1fbe4,2019-04-25,00-06,0,0.0,0.0,0,0,0.0,0.0,0,5,0.38,1.13,9,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,2,0.08,0.41,2,0,0.0,0.0,0
1fbe4,2019-04-25,06-12,10,1.0,2.77,24,7,0.75,2.05,18,9,0.92,2.36,22,10,0.83,2.82,20,0,0.0,0.0,0,9,1.21,2.81,29,22,2.0,5.22,48,6,0.5,1.38,12
1fbe4,2019-04-25,12-18,4,0.58,1.28,14,4,0.5,1.22,12,3,0.29,0.75,7,8,1.0,2.28,24,10,0.42,2.04,10,15,1.75,3.7,42,16,2.79,5.57,67,10,0.83,2.22,20
1fbe4,2019-04-25,18-24,10,0.83,2.43,20,6,0.5,1.38,12,7,0.67,1.9,16,10,1.0,2.77,24,0,0.0,0.0,0,11,1.12,2.68,27,19,2.29,5.69,55,5,0.54,1.25,13
1fbe4,2019-04-26,00-06,0,0.0,0.0,0,0,0.0,0.0,0,5,0.38,1.28,9,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-26,06-12,12,1.0,3.12,24,8,0.71,1.92,17,9,0.75,1.94,18,10,0.83,2.43,20,0,0.0,0.0,0,10,1.08,2.62,26,18,2.12,4.95,51,5,0.38,1.1,9
1fbe4,2019-04-26,12-18,8,1.17,2.28,28,4,0.42,1.06,10,5,0.42,1.21,10,8,0.58,1.72,14,0,0.0,0.0,0,10,1.5,2.86,36,16,2.21,4.48,53,5,0.67,1.61,16
1fbe4,2019-04-26,18-24,10,1.04,2.85,25,5,0.79,1.67,19,7,0.62,1.58,15,10,0.75,2.35,18,2,0.08,0.41,2,12,1.67,3.58,40,17,2.12,5.07,51,7,1.17,2.35,28
1fbe4,2019-04-27,00-06,0,0.0,0.0,0,0,0.0,0.0,0,3,0.29,0.86,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-27,06-12,13,0.96,2.94,23,7,0.71,1.78,17,5,0.62,1.41,15,14,1.67,4.03,40,0,0.0,0.0,0,9,1.12,2.63,27,22,2.67,6.53,64,2,0.17,0.48,4
1fbe4,2019-04-27,12-18,22,1.67,4.74,40,6,0.54,1.41,13,2,0.17,0.56,4,6,0.5,1.47,12,2,0.08,0.41,2,8,0.92,1.93,22,27,3.67,7.92,88,3,0.21,0.66,5
1fbe4,2019-04-27,18-24,12,0.67,2.55,16,7,0.67,1.76,16,8,0.67,1.76,16,10,0.83,2.43,20,2,0.08,0.41,2,9,1.33,2.75,32,21,2.29,5.37,55,9,1.0,2.36,24
1fbe4,2019-04-28,00-06,0,0.0,0.0,0,0,0.0,0.0,0,6,0.42,1.32,10,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-28,06-12,6,0.42,1.32,10,6,0.62,1.71,15,8,0.96,2.31,23,12,0.92,2.89,22,0,0.0,0.0,0,7,1.25,2.52,30,15,2.0,4.55,48,3,0.46,0.98,11
1fbe4,2019-04-28,12-18,12,1.17,2.81,28,4,0.46,0.98,11,5,0.54,1.32,13,12,0.92,2.76,22,2,0.08,0.41,2,8,1.38,2.7,33,23,2.83,6.4,68,7,0.79,1.89,19
1fbe4,2019-04-28,18-24,3,0.38,0.88,9,9,0.79,2.11,19,7,0.5,1.56,12,12,1.17,3.23,28,6,0.25,1.22,6,11,1.42,3.2,34,17,1.75,4.31,42,8,0.96,2.22,23
1fbe4,2019-04-29,00-06,0,0.0,0.0,0,0,0.0,0.0,0,5,0.5,1.25,12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-29,06-12,18,1.08,3.96,26,13,0.88,2.82,21,7,0.96,1.92,23,8,0.42,1.67,10,0,0.0,0.0,0,8,0.96,2.2,23,15,1.54,3.79,37,2,0.29,0.69,7
1fbe4,2019-04-29,12-18,9,0.92,2.19,22,2,0.17,0.56,4,5,0.38,1.13,9,6,0.42,1.32,10,2,0.08,0.41,2,12,1.29,3.21,31,20,2.38,6.31,57,4,0.42,1.06,10
1fbe4,2019-04-29,18-24,2,0.25,0.68,6,7,0.75,1.7,18,6,0.54,1.59,13,16,1.08,3.49,26,2,0.08,0.41,2,13,1.33,3.13,32,21,2.38,5.84,57,12,1.08,2.75,26
1fbe4,2019-04-30,00-06,0,0.0,0.0,0,0,0.0,0.0,0,2,0.17,0.56,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-04-30,06-12,10,1.17,2.78,28,11,1.08,2.99,26,10,0.79,2.21,19,16,1.42,3.89,34,2,0.17,0.56,4,16,1.67,3.92,40,27,3.12,7.45,75,4,0.58,1.28,14
1fbe4,2019-04-30,12-18,2,0.21,0.59,5,3,0.42,0.93,10,10,0.5,2.06,12,18,1.5,3.88,36,2,0.08,0.41,2,6,1.0,1.98,24,21,3.08,6.42,74,5,0.54,1.41,13
1fbe4,2019-04-30,18-24,10,0.54,2.06,13,9,0.83,2.18,20,5,0.46,1.41,11,6,0.58,1.72,14,0,0.0,0.0,0,9,1.33,2.79,32,14,1.38,3.57,33,10,1.38,3.08,33
1fbe4,2019-05-01,00-06,0,0.0,0.0,0,0,0.0,0.0,0,5,0.71,1.49,17,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
1fbe4,2019-05-01,06-12,14,0.92,3.23,22,12,0.75,2.61,18,7,0.62,1.69,15,14,0.83,3.06,20,4,0.17,0.82,4,9,1.21,2.87,29,17,1.83,4.32,44,3,0.21,0.72,5
1fbe4,2019-05-01,12-18,5,0.54,1.25,13,5,0.38,1.28,9,7,0.58,1.69,14,8,0.92,2.36,22,1,0.08,0.28,2,11,1.0,2.54,24,27,2.58,6.34,62,9,0.58,1.91,14
1fbe4,2019-05-01,18-24,6,0.5,1.47,12,9,0.58,2.06,14,10,0.46,2.04,11,6,0.42,1.44,10,0,0.0,0.0,0,12,0.75,2.69,18,20,1.62,4.76,39,1,0.08,0.28,2
1fbe4,2019-05-02,00-06,0,0.0,0.0,0,0,0.0,0.0,0,3,0.17,0.64,4,0,0.0,0.0,0,0,0.0,0.0,0,2,0.08,0.41,2,3,0.12,0.61,3,0,0.0,0.0,0
