id,date,6h,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
55cd4,2019-04-15,00-06,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
55cd4,2019-04-15,06-12,9,0.38,1.84,9,7,0.29,1.43,7,5,0.21,1.02,5,22,0.92,4.49,22,18,0.75,3.67,18,7,0.29,1.43,7,7,0.29,1.43,7,6,0.25,1.22,6
55cd4,2019-04-15,12-18,4,0.33,0.96,8,2,0.08,0.41,2,3,0.25,0.74,6,6,0.42,1.32,10,4,0.25,0.9,6,13,1.71,3.68,41,16,2.83,5.4,68,18,1.38,4.09,33
55cd4,2019-04-15,18-24,2,0.08,0.41,2,2,0.08,0.41,2,2,0.25,0.61,6,0,0.0,0.0,0,0,0.0,0.0,0,4,0.29,0.91,7,8,0.33,1.63,8,9,0.38,1.84,9
55cd4,2019-04-16,00-06,0,0.0,0.0,0,0,0.0,0.0,0,3,0.21,0.72,5,2,0.08,0.41,2,0,0.0,0.0,0,3,0.21,0.72,5,5,0.21,1.02,5,2,0.08,0.41,2
55cd4,2019-04-16,06-12,4,0.25,0.9,6,2,0.17,0.48,4,3,0.38,0.88,9,4,0.42,1.02,10,5,0.54,1.47,13,10,1.54,3.15,37,17,2.46,4.81,59,11,1.71,3.21,41
55cd4,2019-04-16,12-18,4,0.58,1.1,14,1,0.04,0.2,1,3,0.29,0.75,7,10,0.67,2.33,16,4,0.17,0.82,4,7,1.0,2.21,24,9,1.71,3.13,41,3,0.33,0.82,8
55cd4,2019-04-16,18-24,0,0.0,0.0,0,2,0.08,0.41,2,2,0.08,0.41,2,0,0.0,0.0,0,0,0.0,0.0,0,2,0.17,0.56,4,3,0.17,0.64,4,1,0.04,0.2,1
55cd4,2019-04-17,00-06,2,0.08,0.41,2,2,0.08,0.41,2,5,0.38,1.13,9,4,0.25,0.9,6,0,0.0,0.0,0,7,0.88,2.17,21,9,0.79,2.41,19,11,0.92,2.96,22
55cd4,2019-04-17,06-12,4,0.46,1.02,11,2,0.12,0.45,3,4,0.38,1.01,9,4,0.33,0.96,8,8,0.83,2.12,20,14,2.12,4.25,51,13,2.17,4.11,52,17,1.88,4.06,45
55cd4,2019-04-17,12-18,1,0.04,0.2,1,2,0.17,0.48,4,4,0.29,0.91,7,6,0.58,1.72,14,2,0.08,0.41,2,13,1.17,2.85,28,18,2.21,4.55,53,5,0.67,1.49,16
55cd4,2019-04-17,18-24,2,0.08,0.41,2,1,0.04,0.2,1,2,0.17,0.56,4,0,0.0,0.0,0,2,0.08,0.41,2,2,0.17,0.56,4,8,0.38,1.64,9,1,0.08,0.28,2
55cd4,2019-04-18,00-06,2,0.08,0.41,2,1,0.04,0.2,1,3,0.29,0.81,7,4,0.25,0.9,6,0,0.0,0.0,0,6,0.5,1.47,12,8,0.42,1.67,10,9,0.46,1.86,11
55cd4,2019-04-18,06-12,2,0.21,0.59,5,1,0.04,0.2,1,3,0.25,0.74,6,4,0.25,0.9,6,4,0.33,0.96,8,10,1.38,2.78,33,15,2.17,4.58,52,11,1.5,3.13,36
55cd4,2019-04-18,12-18,1,0.12,0.34,3,2,0.08,0.41,2,2,0.08,0.41,2,8,0.75,2.11,18,2,0.25,0.61,6,7,0.71,1.85,17,9,1.17,2.53,28,4,0.33,0.96,8
55cd4,2019-04-18,18-24,0,0.0,0.0,0,0,0.0,0.0,0,1,0.04,0.2,1,0,0.0,0.0,0,0,0.0,0.0,0,1,0.08,0.28,2,3,0.12,0.61,3,4,0.17,0.82,4
55cd4,2019-04-19,00-06,2,0.08,0.41,2,1,0.04,0.2,1,4,0.38,0.97,9,4,0.17,0.82,4,0,0.0,0.0,0,11,0.75,2.33,18,11,0.88,2.97,21,11,0.71,2.51,17
55cd4,2019-04-19,06-12,4,0.46,1.14,11,0,0.0,0.0,0,3,0.25,0.68,6,6,0.5,1.35,12,4,0.33,0.96,8,6,1.0,1.91,24,11,1.96,3.82,47,9,1.25,2.56,30
