id,date,6h,back-door-count-max,back-door-count-mean,back-door-count-std,back-door-count-sum,bathroom-count-max,bathroom-count-mean,bathroom-count-std,bathroom-count-sum,bedroom-count-max,bedroom-count-mean,bedroom-count-std,bedroom-count-sum,fridge-door-count-max,fridge-door-count-mean,fridge-door-count-std,fridge-door-count-sum,front-door-count-max,front-door-count-mean,front-door-count-std,front-door-count-sum,hallway-count-max,hallway-count-mean,hallway-count-std,hallway-count-sum,kitchen-count-max,kitchen-count-mean,kitchen-count-std,kitchen-count-sum,lounge-count-max,lounge-count-mean,lounge-count-std,lounge-count-sum
e87bd,2019-05-20,00-06,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
e87bd,2019-05-20,06-12,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
e87bd,2019-05-20,12-18,16,0.71,3.26,17,14,0.58,2.86,14,11,0.5,2.25,12,18,2.0,5.04,48,9,0.62,2.0,15,10,1.04,2.66,25,20,2.21,5.41,53,12,1.42,3.36,34
e87bd,2019-05-20,18-24,2,0.17,0.56,4,5,0.38,1.1,9,5,0.25,1.03,6,8,0.92,2.21,22,6,0.33,1.27,8,9,1.21,2.89,29,12,1.58,3.45,38,8,1.0,2.28,24
e87bd,2019-05-21,00-06,0,0.0,0.0,0,2,0.08,0.41,2,3,0.17,0.64,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
e87bd,2019-05-21,06-12,12,0.5,2.45,12,13,0.96,2.96,23,14,1.25,3.52,30,6,0.67,1.83,16,7,0.75,1.92,18,17,1.46,4.11,35,19,1.67,4.72,40,15,1.38,3.9,33
e87bd,2019-05-21,12-18,5,0.38,1.06,9,0,0.0,0.0,0,2,0.08,0.41,2,8,0.83,2.28,20,5,0.46,1.18,11,8,1.5,2.93,36,20,3.33,6.29,80,11,1.67,3.33,40
e87bd,2019-05-21,18-24,1,0.04,0.2,1,4,0.38,1.01,9,5,0.42,1.21,10,10,0.92,2.43,22,8,0.92,2.36,22,16,2.17,4.38,52,13,2.54,4.78,61,13,1.96,3.97,47
e87bd,2019-05-22,00-06,0,0.0,0.0,0,0,0.0,0.0,0,2,0.33,0.76,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0
e87bd,2019-05-22,06-12,0,0.0,0.0,0,10,0.88,2.69,21,10,0.92,2.64,22,8,0.92,2.28,22,12,0.75,2.56,18,8,0.83,2.12,20,3,0.5,1.14,12,6,0.42,1.35,10
