id,date,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
eca1f,2019-05-07,24.0,16.0,27.0,18.0,25.0,0.0,36.0,111.0
eca1f,2019-05-08,12.0,17.0,49.0,36.0,22.0,10.0,59.0,127.0
eca1f,2019-05-09,78.0,43.0,65.0,46.0,30.0,87.0,93.0,197.0
eca1f,2019-05-10,16.0,19.0,44.0,43.0,30.0,65.0,49.0,183.0
eca1f,2019-05-11,10.0,30.0,63.0,50.0,46.0,80.0,85.0,174.0
eca1f,2019-05-12,26.0,19.0,59.0,44.0,38.0,68.0,72.0,204.0
eca1f,2019-05-13,42.0,20.0,52.0,42.0,47.0,83.0,81.0,225.0
eca1f,2019-05-14,92.0,23.0,62.0,118.0,58.0,96.0,149.0,167.0
eca1f,2019-05-15,13.0,13.0,35.0,46.0,18.0,43.0,51.0,86.0
eca1f,2019-05-16,36.0,18.0,53.0,112.0,38.0,86.0,141.0,152.0
eca1f,2019-05-17,8.0,17.0,44.0,108.0,42.0,64.0,114.0,175.0
eca1f,2019-05-18,14.0,26.0,65.0,98.0,20.0,60.0,99.0,149.0
eca1f,2019-05-19,28.0,21.0,54.0,98.0,22.0,62.0,114.0,188.0
eca1f,2019-05-20,33.0,21.0,42.0,114.0,34.0,71.0,130.0,177.0
eca1f,2019-05-21,28.0,24.0,56.0,106.0,38.0,90.0,121.0,142.0
eca1f,2019-05-22,26.0,19.0,60.0,86.0,38.0,86.0,106.0,158.0
eca1f,2019-05-23,30.0,19.0,53.0,108.0,40.0,85.0,135.0,166.0
eca1f,2019-05-24,10.0,23.0,63.0,54.0,44.0,74.0,81.0,159.0
eca1f,2019-05-25,8.0,19.0,51.0,40.0,40.0,64.0,63.0,143.0
eca1f,2019-05-26,22.0,17.0,45.0,42.0,36.0,76.0,78.0,136.0
eca1f,2019-05-27,6.0,16.0,53.0,28.0,30.0,57.0,51.0,177.0
eca1f,2019-05-28,24.0,21.0,65.0,48.0,24.0,55.0,64.0,181.0
eca1f,2019-05-29,4.0,17.0,64.0,46.0,54.0,70.0,50.0,146.0
eca1f,2019-05-30,12.0,21.0,56.0,42.0,30.0,76.0,76.0,161.0
eca1f,2019-05-31,83.0,23.0,57.0,134.0,34.0,85.0,161.0,156.0
eca1f,2019-06-01,149.0,21.0,52.0,132.0,50.0,72.0,134.0,146.0
eca1f,2019-06-02,24.0,16.0,38.0,95.0,30.0,80.0,107.0,184.0
eca1f,2019-06-03,27.0,23.0,53.0,74.0,34.0,68.0,59.0,138.0
eca1f,2019-06-04,6.0,21.0,61.0,50.0,30.0,66.0,48.0,140.0
eca1f,2019-06-05,6.0,23.0,43.0,52.0,34.0,51.0,36.0,168.0
eca1f,2019-06-06,6.0,14.0,51.0,34.0,20.0,56.0,25.0,188.0
eca1f,2019-06-07,10.0,15.0,25.0,16.0,4.0,11.0,19.0,113.0
eca1f,2019-06-08,12.0,17.0,60.0,34.0,36.0,64.0,40.0,159.0
eca1f,2019-06-09,8.0,19.0,54.0,50.0,38.0,62.0,67.0,207.0
eca1f,2019-06-10,7.0,22.0,50.0,40.0,26.0,52.0,39.0,202.0
eca1f,2019-06-11,10.0,22.0,61.0,44.0,39.0,60.0,61.0,228.0
eca1f,2019-06-12,6.0,22.0,57.0,52.0,20.0,61.0,50.0,159.0
eca1f,2019-06-13,10.0,27.0,66.0,42.0,21.0,54.0,35.0,210.0
eca1f,2019-06-14,6.0,18.0,58.0,58.0,40.0,76.0,60.0,193.0
eca1f,2019-06-15,0.0,2.0,17.0,0.0,4.0,3.0,1.0,4.0
eca1f,2019-06-17,2.0,4.0,17.0,40.0,26.0,33.0,38.0,57.0
eca1f,2019-06-18,8.0,19.0,57.0,38.0,26.0,68.0,92.0,203.0
eca1f,2019-06-19,14.0,22.0,50.0,56.0,36.0,70.0,74.0,185.0
eca1f,2019-06-20,8.0,24.0,52.0,56.0,32.0,100.0,70.0,213.0
eca1f,2019-06-21,4.0,14.0,41.0,14.0,10.0,18.0,15.0,67.0
eca1f,2019-06-22,8.0,23.0,60.0,38.0,30.0,77.0,50.0,164.0
eca1f,2019-06-23,6.0,17.0,51.0,56.0,46.0,86.0,84.0,212.0
eca1f,2019-06-24,4.0,21.0,48.0,62.0,34.0,77.0,79.0,200.0
eca1f,2019-06-25,26.0,16.0,40.0,62.0,58.0,100.0,88.0,172.0
eca1f,2019-06-26,10.0,20.0,57.0,78.0,52.0,61.0,90.0,186.0
eca1f,2019-06-27,188.0,18.0,50.0,74.0,50.0,99.0,108.0,235.0
eca1f,2019-06-28,23.0,20.0,59.0,58.0,50.0,86.0,88.0,167.0
eca1f,2019-06-29,60.0,20.0,55.0,88.0,30.0,68.0,95.0,146.0
eca1f,2019-06-30,22.0,19.0,43.0,92.0,44.0,80.0,78.0,195.0
