id,date,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
e2472,2019-05-29,26.0,34.0,45.0,72.0,28.0,85.0,102.0,149.0
e2472,2019-05-30,22.0,71.0,52.0,92.0,24.0,94.0,124.0,124.0
e2472,2019-05-31,6.0,42.0,62.0,74.0,28.0,103.0,98.0,108.0
e2472,2019-06-01,8.0,51.0,69.0,72.0,29.0,88.0,96.0,111.0
e2472,2019-06-02,6.0,63.0,55.0,98.0,14.0,93.0,125.0,104.0
e2472,2019-06-03,4.0,43.0,58.0,76.0,31.0,91.0,91.0,106.0
e2472,2019-06-04,10.0,37.0,55.0,62.0,22.0,97.0,123.0,132.0
e2472,2019-06-05,14.0,53.0,85.0,76.0,18.0,104.0,106.0,123.0
e2472,2019-06-06,2.0,31.0,37.0,26.0,8.0,24.0,23.0,20.0
e2472,2019-06-09,6.0,15.0,22.0,12.0,4.0,22.0,23.0,35.0
e2472,2019-06-10,6.0,40.0,37.0,70.0,30.0,115.0,148.0,259.0
e2472,2019-06-11,4.0,33.0,47.0,82.0,14.0,50.0,83.0,107.0
e2472,2019-06-12,4.0,37.0,54.0,62.0,27.0,67.0,109.0,105.0
e2472,2019-06-13,0.0,36.0,42.0,80.0,6.0,59.0,97.0,141.0
e2472,2019-06-14,6.0,48.0,47.0,108.0,24.0,71.0,118.0,143.0
e2472,2019-06-15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
e2472,2019-06-17,4.0,15.0,28.0,18.0,10.0,20.0,18.0,17.0
e2472,2019-06-18,4.0,42.0,41.0,64.0,18.0,56.0,69.0,134.0
e2472,2019-06-19,6.0,46.0,73.0,48.0,31.0,71.0,64.0,92.0
e2472,2019-06-20,8.0,34.0,48.0,50.0,14.0,66.0,90.0,98.0
e2472,2019-06-21,6.0,29.0,33.0,68.0,36.0,69.0,100.0,113.0
e2472,2019-06-22,2.0,33.0,37.0,32.0,8.0,26.0,26.0,32.0
e2472,2019-06-23,4.0,51.0,53.0,66.0,4.0,71.0,129.0,83.0
e2472,2019-06-24,4.0,42.0,34.0,102.0,14.0,53.0,84.0,97.0
e2472,2019-06-25,4.0,40.0,48.0,70.0,14.0,64.0,109.0,91.0
e2472,2019-06-26,4.0,49.0,44.0,96.0,14.0,74.0,111.0,90.0
e2472,2019-06-27,6.0,45.0,63.0,60.0,30.0,65.0,90.0,81.0
e2472,2019-06-28,2.0,42.0,62.0,64.0,41.0,91.0,113.0,114.0
e2472,2019-06-29,4.0,34.0,70.0,56.0,35.0,60.0,53.0,75.0
e2472,2019-06-30,8.0,42.0,57.0,56.0,15.0,85.0,69.0,84.0
