id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
385de,2019-06-10,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385de,2019-06-10,06-12,1.0,8.0,11.0,1.0,1.0,6.0,6.0,6.0
385de,2019-06-10,12-18,13.0,1.0,17.0,18.0,32.0,35.0,29.0,16.0
385de,2019-06-10,18-24,0.0,0.0,5.0,16.0,2.0,20.0,27.0,20.0
385de,2019-06-11,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385de,2019-06-11,06-12,3.0,1.0,31.0,10.0,2.0,19.0,32.0,5.0
385de,2019-06-11,12-18,5.0,1.0,14.0,14.0,6.0,23.0,21.0,4.0
385de,2019-06-11,18-24,4.0,0.0,6.0,16.0,2.0,4.0,36.0,13.0
385de,2019-06-12,00-06,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0
385de,2019-06-12,06-12,1.0,3.0,9.0,8.0,0.0,17.0,38.0,11.0
385de,2019-06-12,12-18,6.0,0.0,10.0,17.0,8.0,42.0,53.0,11.0
385de,2019-06-12,18-24,1.0,0.0,6.0,21.0,0.0,14.0,22.0,7.0
385de,2019-06-13,00-06,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
385de,2019-06-13,06-12,0.0,0.0,17.0,10.0,4.0,29.0,34.0,7.0
385de,2019-06-13,12-18,8.0,1.0,13.0,24.0,6.0,45.0,75.0,20.0
385de,2019-06-13,18-24,4.0,0.0,6.0,4.0,6.0,32.0,21.0,12.0
385de,2019-06-14,00-06,0.0,0.0,4.0,2.0,0.0,9.0,7.0,5.0
385de,2019-06-14,06-12,3.0,2.0,19.0,4.0,2.0,24.0,37.0,6.0
385de,2019-06-14,12-18,0.0,0.0,6.0,20.0,2.0,36.0,48.0,3.0
385de,2019-06-14,18-24,1.0,0.0,7.0,22.0,0.0,22.0,52.0,24.0
385de,2019-06-17,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385de,2019-06-17,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385de,2019-06-17,12-18,2.0,4.0,0.0,14.0,4.0,15.0,29.0,8.0
385de,2019-06-17,18-24,3.0,8.0,5.0,46.0,0.0,28.0,51.0,14.0
