id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
fd100,2019-06-27,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fd100,2019-06-27,06-12,2.0,4.0,5.0,21.0,10.0,7.0,24.0,13.0
fd100,2019-06-27,12-18,0.0,9.0,17.0,2.0,9.0,20.0,52.0,46.0
fd100,2019-06-27,18-24,0.0,11.0,26.0,0.0,6.0,20.0,24.0,38.0
fd100,2019-06-28,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fd100,2019-06-28,06-12,0.0,22.0,41.0,0.0,16.0,31.0,52.0,45.0
fd100,2019-06-28,12-18,0.0,6.0,35.0,7.0,2.0,12.0,69.0,48.0
fd100,2019-06-28,18-24,0.0,4.0,15.0,0.0,3.0,15.0,24.0,27.0
fd100,2019-06-29,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fd100,2019-06-29,06-12,0.0,10.0,21.0,7.0,3.0,13.0,32.0,16.0
fd100,2019-06-29,12-18,0.0,10.0,19.0,17.0,9.0,25.0,56.0,46.0
fd100,2019-06-29,18-24,0.0,13.0,16.0,3.0,3.0,23.0,22.0,34.0
fd100,2019-06-30,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fd100,2019-06-30,06-12,0.0,13.0,34.0,5.0,8.0,17.0,38.0,31.0
fd100,2019-06-30,12-18,0.0,3.0,29.0,3.0,4.0,6.0,50.0,32.0
fd100,2019-06-30,18-24,0.0,11.0,23.0,0.0,8.0,20.0,32.0,47.0
