id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
561af,2019-05-30,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-05-30,06-12,13.0,4.0,10.0,12.0,15.0,9.0,15.0,9.0
561af,2019-05-30,12-18,1.0,4.0,8.0,4.0,4.0,17.0,19.0,20.0
561af,2019-05-30,18-24,2.0,3.0,9.0,6.0,0.0,7.0,13.0,7.0
561af,2019-05-31,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-05-31,06-12,4.0,9.0,25.0,8.0,8.0,17.0,33.0,34.0
561af,2019-05-31,12-18,0.0,1.0,6.0,8.0,0.0,3.0,18.0,11.0
561af,2019-05-31,18-24,2.0,2.0,4.0,8.0,0.0,3.0,11.0,6.0
561af,2019-06-01,00-06,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
561af,2019-06-01,06-12,1.0,6.0,13.0,6.0,4.0,10.0,14.0,6.0
561af,2019-06-01,12-18,0.0,2.0,0.0,8.0,2.0,9.0,7.0,10.0
561af,2019-06-01,18-24,7.0,2.0,4.0,8.0,0.0,6.0,13.0,9.0
561af,2019-06-02,00-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-02,06-12,1.0,5.0,13.0,4.0,2.0,8.0,14.0,9.0
561af,2019-06-02,12-18,1.0,1.0,6.0,4.0,4.0,5.0,13.0,9.0
561af,2019-06-02,18-24,0.0,2.0,6.0,2.0,0.0,5.0,2.0,8.0
561af,2019-06-03,00-06,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
561af,2019-06-03,06-12,5.0,7.0,11.0,13.0,4.0,8.0,15.0,10.0
561af,2019-06-03,12-18,3.0,1.0,0.0,6.0,4.0,6.0,10.0,16.0
561af,2019-06-03,18-24,0.0,3.0,6.0,6.0,0.0,7.0,10.0,12.0
561af,2019-06-04,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-04,06-12,0.0,6.0,13.0,8.0,0.0,7.0,12.0,7.0
561af,2019-06-04,12-18,0.0,3.0,5.0,14.0,6.0,10.0,21.0,11.0
561af,2019-06-04,18-24,0.0,2.0,5.0,2.0,0.0,5.0,10.0,11.0
561af,2019-06-05,00-06,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0
561af,2019-06-05,06-12,1.0,5.0,14.0,8.0,0.0,6.0,21.0,8.0
561af,2019-06-05,12-18,3.0,3.0,4.0,4.0,2.0,12.0,11.0,13.0
561af,2019-06-05,18-24,0.0,1.0,6.0,6.0,0.0,2.0,13.0,11.0
561af,2019-06-06,00-06,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0
561af,2019-06-06,06-12,1.0,13.0,26.0,10.0,2.0,20.0,21.0,17.0
561af,2019-06-06,12-18,0.0,6.0,3.0,11.0,12.0,21.0,32.0,58.0
561af,2019-06-06,18-24,1.0,2.0,7.0,2.0,0.0,4.0,6.0,8.0
561af,2019-06-07,00-06,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0
561af,2019-06-07,06-12,2.0,18.0,15.0,12.0,11.0,21.0,35.0,28.0
561af,2019-06-07,12-18,0.0,1.0,2.0,2.0,2.0,6.0,7.0,3.0
561af,2019-06-07,18-24,0.0,3.0,6.0,2.0,0.0,5.0,9.0,3.0
561af,2019-06-08,00-06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-08,06-12,0.0,4.0,19.0,10.0,6.0,12.0,22.0,15.0
561af,2019-06-08,12-18,0.0,1.0,4.0,4.0,0.0,6.0,8.0,10.0
561af,2019-06-08,18-24,0.0,3.0,4.0,14.0,0.0,5.0,10.0,13.0
561af,2019-06-09,00-06,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0
561af,2019-06-09,06-12,1.0,19.0,18.0,4.0,0.0,14.0,9.0,12.0
561af,2019-06-09,12-18,4.0,3.0,9.0,16.0,6.0,15.0,23.0,36.0
561af,2019-06-09,18-24,7.0,2.0,6.0,2.0,2.0,11.0,22.0,12.0
561af,2019-06-10,00-06,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0
561af,2019-06-10,06-12,1.0,7.0,16.0,18.0,2.0,17.0,17.0,10.0
561af,2019-06-10,12-18,4.0,6.0,6.0,22.0,14.0,29.0,46.0,61.0
561af,2019-06-10,18-24,0.0,3.0,5.0,4.0,0.0,5.0,5.0,8.0
561af,2019-06-11,00-06,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-11,06-12,1.0,6.0,12.0,8.0,4.0,9.0,17.0,6.0
561af,2019-06-11,12-18,1.0,2.0,7.0,0.0,8.0,9.0,2.0,9.0
561af,2019-06-11,18-24,0.0,1.0,5.0,10.0,0.0,2.0,11.0,7.0
561af,2019-06-12,00-06,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0
561af,2019-06-12,06-12,0.0,8.0,20.0,8.0,2.0,12.0,18.0,9.0
561af,2019-06-12,12-18,0.0,2.0,1.0,8.0,0.0,5.0,18.0,7.0
561af,2019-06-12,18-24,0.0,3.0,6.0,16.0,0.0,9.0,20.0,16.0
561af,2019-06-13,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-13,06-12,0.0,6.0,21.0,4.0,4.0,11.0,7.0,7.0
561af,2019-06-13,12-18,3.0,4.0,9.0,4.0,8.0,14.0,6.0,9.0
561af,2019-06-13,18-24,1.0,1.0,2.0,2.0,0.0,3.0,8.0,4.0
561af,2019-06-14,00-06,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
561af,2019-06-14,06-12,2.0,16.0,21.0,12.0,12.0,22.0,36.0,25.0
561af,2019-06-14,12-18,0.0,2.0,3.0,10.0,6.0,7.0,15.0,12.0
561af,2019-06-14,18-24,0.0,3.0,5.0,6.0,0.0,4.0,10.0,10.0
561af,2019-06-15,00-06,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0
561af,2019-06-15,06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-15,12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-15,18-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561af,2019-06-17,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
