id,date,6h,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
b0455,2019-06-21,00-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-21,06-12,16.0,9.0,13.0,23.0,13.0,17.0,18.0,13.0
b0455,2019-06-21,12-18,4.0,3.0,27.0,2.0,12.0,11.0,20.0,0.0
b0455,2019-06-21,18-24,8.0,4.0,34.0,18.0,8.0,19.0,48.0,23.0
b0455,2019-06-22,00-06,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-22,06-12,12.0,10.0,34.0,16.0,2.0,9.0,46.0,7.0
b0455,2019-06-22,12-18,0.0,7.0,16.0,26.0,2.0,20.0,44.0,1.0
b0455,2019-06-22,18-24,6.0,2.0,18.0,4.0,2.0,7.0,27.0,0.0
b0455,2019-06-23,00-06,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-23,06-12,10.0,6.0,36.0,16.0,2.0,11.0,23.0,0.0
b0455,2019-06-23,12-18,8.0,10.0,15.0,5.0,19.0,20.0,30.0,0.0
b0455,2019-06-23,18-24,8.0,7.0,19.0,10.0,2.0,12.0,42.0,13.0
b0455,2019-06-24,00-06,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-24,06-12,10.0,12.0,56.0,13.0,21.0,19.0,38.0,1.0
b0455,2019-06-24,12-18,2.0,8.0,6.0,10.0,16.0,25.0,51.0,0.0
b0455,2019-06-24,18-24,6.0,4.0,20.0,10.0,4.0,5.0,47.0,24.0
b0455,2019-06-25,00-06,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-25,06-12,10.0,17.0,40.0,30.0,15.0,18.0,47.0,1.0
b0455,2019-06-25,12-18,0.0,2.0,4.0,24.0,4.0,2.0,50.0,0.0
b0455,2019-06-25,18-24,4.0,5.0,17.0,15.0,6.0,5.0,64.0,8.0
b0455,2019-06-26,00-06,0.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0
b0455,2019-06-26,06-12,0.0,11.0,33.0,17.0,10.0,3.0,28.0,0.0
b0455,2019-06-26,12-18,0.0,5.0,6.0,30.0,8.0,13.0,60.0,4.0
b0455,2019-06-26,18-24,4.0,8.0,31.0,21.0,4.0,13.0,38.0,19.0
b0455,2019-06-27,00-06,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-27,06-12,6.0,20.0,41.0,14.0,6.0,15.0,45.0,0.0
b0455,2019-06-27,12-18,4.0,3.0,17.0,23.0,13.0,17.0,39.0,0.0
b0455,2019-06-27,18-24,6.0,5.0,19.0,10.0,4.0,16.0,50.0,0.0
b0455,2019-06-28,00-06,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-28,06-12,16.0,26.0,41.0,14.0,34.0,34.0,37.0,27.0
b0455,2019-06-28,12-18,0.0,3.0,10.0,10.0,20.0,34.0,43.0,17.0
b0455,2019-06-28,18-24,4.0,7.0,28.0,6.0,14.0,15.0,28.0,2.0
b0455,2019-06-29,00-06,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-29,06-12,8.0,8.0,37.0,10.0,8.0,7.0,24.0,1.0
b0455,2019-06-29,12-18,0.0,3.0,18.0,22.0,8.0,12.0,33.0,2.0
b0455,2019-06-29,18-24,8.0,5.0,19.0,18.0,0.0,6.0,42.0,9.0
b0455,2019-06-30,00-06,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
b0455,2019-06-30,06-12,8.0,5.0,32.0,22.0,2.0,5.0,30.0,0.0
b0455,2019-06-30,12-18,4.0,1.0,16.0,22.0,6.0,19.0,48.0,2.0
b0455,2019-06-30,18-24,10.0,2.0,25.0,13.0,0.0,13.0,23.0,29.0
