id,location,date-time,date
099bc,kitchen,2019-05-15 12:19:32,2019-05-15
099bc,front-door,2019-05-15 12:20:20,2019-05-15
099bc,fridge-door,2019-05-15 12:20:21,2019-05-15
099bc,back-door,2019-05-15 12:20:24,2019-05-15
099bc,kitchen,2019-05-15 12:23:22,2019-05-15
099bc,kitchen,2019-05-15 12:24:59,2019-05-15
099bc,kitchen,2019-05-15 12:28:40,2019-05-15
099bc,hallway,2019-05-15 12:30:42,2019-05-15
099bc,bedroom,2019-05-15 12:31:17,2019-05-15
099bc,kitchen,2019-05-15 12:32:04,2019-05-15
099bc,hallway,2019-05-15 12:32:20,2019-05-15
099bc,hallway,2019-05-15 12:35:46,2019-05-15
099bc,front-door,2019-05-15 12:35:52,2019-05-15
099bc,front-door,2019-05-15 12:35:54,2019-05-15
099bc,front-door,2019-05-15 12:35:56,2019-05-15
099bc,front-door,2019-05-15 12:35:57,2019-05-15
099bc,lounge,2019-05-15 12:36:08,2019-05-15
099bc,bathroom,2019-05-15 12:36:28,2019-05-15
099bc,bedroom,2019-05-15 12:36:44,2019-05-15
099bc,kitchen,2019-05-15 12:37:14,2019-05-15
099bc,kitchen,2019-05-15 12:41:56,2019-05-15
099bc,bathroom,2019-05-15 12:42:12,2019-05-15
099bc,hallway,2019-05-15 12:42:27,2019-05-15
099bc,kitchen,2019-05-15 12:45:04,2019-05-15
099bc,kitchen,2019-05-15 12:46:09,2019-05-15
099bc,kitchen,2019-05-15 12:48:19,2019-05-15
099bc,kitchen,2019-05-15 12:50:10,2019-05-15
099bc,hallway,2019-05-15 12:53:38,2019-05-15
099bc,front-door,2019-05-15 12:53:51,2019-05-15
099bc,front-door,2019-05-15 12:54:24,2019-05-15
099bc,kitchen,2019-05-15 12:54:47,2019-05-15
099bc,kitchen,2019-05-15 12:56:33,2019-05-15
099bc,hallway,2019-05-15 12:57:27,2019-05-15
099bc,kitchen,2019-05-15 12:59:10,2019-05-15
099bc,kitchen,2019-05-15 13:00:19,2019-05-15
099bc,fridge-door,2019-05-15 13:00:51,2019-05-15
099bc,fridge-door,2019-05-15 13:01:09,2019-05-15
099bc,kitchen,2019-05-15 13:02:36,2019-05-15
099bc,kitchen,2019-05-15 13:05:14,2019-05-15
099bc,kitchen,2019-05-15 13:06:34,2019-05-15
099bc,kitchen,2019-05-15 13:09:06,2019-05-15
099bc,kitchen,2019-05-15 13:11:43,2019-05-15
099bc,kitchen,2019-05-15 13:13:43,2019-05-15
099bc,fridge-door,2019-05-15 13:14:23,2019-05-15
099bc,fridge-door,2019-05-15 13:14:28,2019-05-15
099bc,kitchen,2019-05-15 13:15:10,2019-05-15
099bc,fridge-door,2019-05-15 13:15:11,2019-05-15
099bc,fridge-door,2019-05-15 13:15:14,2019-05-15
