id,date,hour,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
96adf,2019-05-07,11,11.0,10.0,3.0,19.0,12.0,2.0,9.0,6.0
96adf,2019-05-07,12,0.0,2.0,5.0,4.0,6.0,15.0,15.0,27.0
96adf,2019-05-07,13,0.0,3.0,0.0,2.0,6.0,5.0,3.0,7.0
96adf,2019-05-07,14,4.0,0.0,0.0,4.0,2.0,1.0,9.0,12.0
96adf,2019-05-07,15,0.0,0.0,0.0,18.0,4.0,4.0,12.0,18.0
96adf,2019-05-07,16,0.0,0.0,0.0,0.0,4.0,3.0,4.0,9.0
96adf,2019-05-07,17,0.0,4.0,8.0,2.0,0.0,5.0,5.0,9.0
96adf,2019-05-07,18,0.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0
96adf,2019-05-07,20,4.0,1.0,3.0,8.0,0.0,2.0,0.0,5.0
96adf,2019-05-07,21,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-07,22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,3,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,7,4.0,1.0,5.0,14.0,0.0,2.0,0.0,2.0
96adf,2019-05-08,8,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,9,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,10,0.0,0.0,1.0,0.0,2.0,5.0,0.0,18.0
96adf,2019-05-08,11,0.0,0.0,3.0,6.0,8.0,12.0,8.0,22.0
96adf,2019-05-08,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
96adf,2019-05-08,13,0.0,0.0,0.0,16.0,0.0,0.0,3.0,2.0
96adf,2019-05-08,14,2.0,0.0,0.0,2.0,4.0,3.0,2.0,5.0
96adf,2019-05-08,15,0.0,0.0,0.0,6.0,2.0,1.0,4.0,5.0
96adf,2019-05-08,16,0.0,0.0,0.0,0.0,2.0,6.0,6.0,11.0
96adf,2019-05-08,17,0.0,5.0,8.0,0.0,0.0,5.0,0.0,12.0
96adf,2019-05-08,18,2.0,6.0,13.0,4.0,0.0,5.0,0.0,7.0
96adf,2019-05-08,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
96adf,2019-05-08,20,4.0,2.0,4.0,8.0,0.0,2.0,0.0,8.0
96adf,2019-05-08,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-08,23,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-09,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-09,4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-09,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-09,6,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0
96adf,2019-05-09,7,4.0,3.0,8.0,6.0,0.0,1.0,0.0,1.0
96adf,2019-05-09,8,0.0,6.0,12.0,0.0,0.0,3.0,0.0,4.0
96adf,2019-05-09,9,0.0,0.0,0.0,4.0,10.0,4.0,0.0,6.0
96adf,2019-05-09,11,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
96adf,2019-05-09,13,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0
96adf,2019-05-09,14,6.0,0.0,1.0,4.0,6.0,5.0,0.0,8.0
96adf,2019-05-09,15,2.0,0.0,6.0,6.0,1.0,3.0,0.0,7.0
96adf,2019-05-09,16,0.0,0.0,3.0,6.0,1.0,5.0,0.0,10.0
96adf,2019-05-09,17,0.0,3.0,4.0,0.0,0.0,4.0,0.0,12.0
96adf,2019-05-09,18,2.0,4.0,9.0,8.0,6.0,7.0,0.0,9.0
96adf,2019-05-09,19,2.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0
96adf,2019-05-09,20,0.0,1.0,4.0,0.0,4.0,4.0,0.0,7.0
96adf,2019-05-09,21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
96adf,2019-05-09,22,0.0,4.0,8.0,0.0,0.0,1.0,0.0,3.0
96adf,2019-05-09,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-10,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-10,5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-10,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-10,7,4.0,2.0,10.0,8.0,0.0,2.0,0.0,2.0
96adf,2019-05-10,8,2.0,3.0,8.0,0.0,0.0,10.0,5.0,7.0
96adf,2019-05-10,9,0.0,5.0,8.0,0.0,0.0,7.0,0.0,6.0
96adf,2019-05-10,10,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
96adf,2019-05-10,11,0.0,0.0,0.0,4.0,2.0,1.0,4.0,11.0
96adf,2019-05-10,12,0.0,0.0,0.0,22.0,0.0,1.0,3.0,11.0
96adf,2019-05-10,13,4.0,0.0,2.0,0.0,0.0,7.0,4.0,10.0
96adf,2019-05-10,14,4.0,1.0,10.0,8.0,0.0,13.0,5.0,11.0
96adf,2019-05-10,15,1.0,0.0,0.0,8.0,4.0,4.0,4.0,6.0
96adf,2019-05-10,16,5.0,3.0,0.0,10.0,6.0,7.0,12.0,19.0
96adf,2019-05-10,17,0.0,0.0,1.0,0.0,6.0,6.0,5.0,14.0
96adf,2019-05-10,18,0.0,0.0,0.0,8.0,2.0,4.0,0.0,18.0
96adf,2019-05-10,19,4.0,0.0,0.0,4.0,2.0,1.0,0.0,6.0
96adf,2019-05-10,20,2.0,1.0,8.0,2.0,2.0,1.0,0.0,8.0
96adf,2019-05-10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
96adf,2019-05-10,22,0.0,2.0,6.0,0.0,0.0,1.0,0.0,4.0
96adf,2019-05-10,23,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-11,2,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-11,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-11,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-11,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
96adf,2019-05-11,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
96adf,2019-05-11,8,0.0,1.0,8.0,7.0,0.0,3.0,0.0,3.0
96adf,2019-05-11,9,2.0,10.0,14.0,2.0,0.0,3.0,0.0,5.0
96adf,2019-05-11,10,4.0,5.0,5.0,2.0,2.0,5.0,13.0,16.0
96adf,2019-05-11,11,4.0,0.0,0.0,20.0,2.0,4.0,8.0,13.0
96adf,2019-05-11,12,0.0,1.0,3.0,4.0,2.0,6.0,8.0,12.0
