id,date,hour,back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
ec812,2019-04-08,16,1.0,3.0,0.0,1.0,0.0,0.0,0.0,5.0
ec812,2019-04-08,17,6.0,1.0,0.0,7.0,9.0,0.0,0.0,12.0
ec812,2019-04-08,18,0.0,4.0,1.0,0.0,2.0,2.0,4.0,14.0
ec812,2019-04-08,19,8.0,1.0,0.0,2.0,4.0,15.0,11.0,9.0
ec812,2019-04-08,20,4.0,0.0,2.0,6.0,0.0,7.0,10.0,4.0
ec812,2019-04-08,21,2.0,0.0,0.0,4.0,0.0,3.0,4.0,4.0
ec812,2019-04-08,22,0.0,6.0,9.0,2.0,0.0,15.0,9.0,6.0
ec812,2019-04-09,0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
ec812,2019-04-09,5,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-09,8,0.0,4.0,3.0,2.0,0.0,7.0,6.0,2.0
ec812,2019-04-09,9,0.0,5.0,5.0,12.0,0.0,15.0,14.0,2.0
ec812,2019-04-09,10,2.0,9.0,13.0,13.0,0.0,17.0,20.0,8.0
ec812,2019-04-09,11,5.0,5.0,4.0,12.0,0.0,15.0,12.0,8.0
ec812,2019-04-09,12,2.0,4.0,2.0,6.0,2.0,23.0,12.0,22.0
ec812,2019-04-09,13,0.0,0.0,0.0,7.0,0.0,3.0,15.0,3.0
ec812,2019-04-09,14,0.0,1.0,0.0,2.0,0.0,5.0,2.0,12.0
ec812,2019-04-09,15,4.0,3.0,2.0,16.0,2.0,17.0,9.0,18.0
ec812,2019-04-09,16,0.0,0.0,0.0,2.0,0.0,5.0,2.0,5.0
ec812,2019-04-09,17,0.0,1.0,0.0,4.0,0.0,9.0,2.0,7.0
ec812,2019-04-09,18,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0
ec812,2019-04-09,20,2.0,0.0,1.0,2.0,0.0,3.0,1.0,2.0
ec812,2019-04-09,21,0.0,0.0,0.0,2.0,0.0,6.0,4.0,5.0
ec812,2019-04-09,22,0.0,5.0,8.0,0.0,0.0,14.0,4.0,8.0
ec812,2019-04-10,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-10,3,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-10,7,1.0,3.0,2.0,4.0,2.0,6.0,0.0,1.0
ec812,2019-04-10,8,1.0,8.0,7.0,8.0,0.0,17.0,0.0,2.0
ec812,2019-04-10,9,0.0,2.0,3.0,0.0,2.0,5.0,0.0,0.0
ec812,2019-04-10,10,0.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0
ec812,2019-04-10,11,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0
ec812,2019-04-10,12,2.0,0.0,2.0,10.0,13.0,7.0,0.0,2.0
ec812,2019-04-10,13,0.0,2.0,4.0,4.0,6.0,7.0,0.0,0.0
ec812,2019-04-10,14,3.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0
ec812,2019-04-10,15,0.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0
ec812,2019-04-10,16,1.0,0.0,3.0,2.0,0.0,6.0,0.0,4.0
ec812,2019-04-10,17,4.0,1.0,1.0,4.0,0.0,15.0,0.0,7.0
ec812,2019-04-10,18,5.0,0.0,0.0,8.0,0.0,8.0,0.0,7.0
ec812,2019-04-10,19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ec812,2019-04-10,20,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
ec812,2019-04-10,21,0.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0
ec812,2019-04-10,22,0.0,6.0,9.0,1.0,0.0,8.0,0.0,1.0
ec812,2019-04-11,1,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0
ec812,2019-04-11,4,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-11,7,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0
ec812,2019-04-11,8,2.0,7.0,10.0,0.0,0.0,15.0,0.0,1.0
ec812,2019-04-11,9,3.0,9.0,8.0,1.0,0.0,11.0,0.0,0.0
ec812,2019-04-11,10,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0
ec812,2019-04-11,13,6.0,2.0,5.0,24.0,2.0,10.0,0.0,1.0
ec812,2019-04-11,14,8.0,3.0,2.0,6.0,4.0,13.0,0.0,7.0
ec812,2019-04-11,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec812,2019-04-11,16,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
ec812,2019-04-11,17,4.0,0.0,2.0,2.0,0.0,4.0,0.0,3.0
ec812,2019-04-11,18,0.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0
ec812,2019-04-11,19,4.0,0.0,0.0,2.0,1.0,4.0,0.0,5.0
ec812,2019-04-11,20,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0
ec812,2019-04-11,21,2.0,0.0,1.0,1.0,0.0,7.0,0.0,6.0
ec812,2019-04-11,22,0.0,4.0,8.0,0.0,0.0,12.0,0.0,4.0
ec812,2019-04-12,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-12,3,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-12,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
ec812,2019-04-12,8,2.0,4.0,1.0,3.0,0.0,6.0,0.0,0.0
ec812,2019-04-12,9,4.0,8.0,7.0,11.0,0.0,15.0,0.0,1.0
ec812,2019-04-12,10,3.0,1.0,1.0,2.0,4.0,12.0,0.0,0.0
ec812,2019-04-12,11,2.0,5.0,2.0,2.0,2.0,15.0,0.0,2.0
ec812,2019-04-12,12,8.0,0.0,4.0,4.0,0.0,11.0,0.0,6.0
ec812,2019-04-12,13,8.0,4.0,2.0,8.0,2.0,10.0,0.0,1.0
ec812,2019-04-12,15,16.0,2.0,3.0,6.0,0.0,10.0,0.0,4.0
ec812,2019-04-12,16,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0
ec812,2019-04-12,17,9.0,1.0,0.0,14.0,0.0,4.0,0.0,4.0
ec812,2019-04-12,18,2.0,0.0,1.0,4.0,0.0,4.0,0.0,3.0
ec812,2019-04-12,19,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0
ec812,2019-04-12,20,1.0,2.0,1.0,3.0,0.0,8.0,0.0,6.0
ec812,2019-04-12,21,1.0,0.0,1.0,1.0,0.0,10.0,0.0,9.0
ec812,2019-04-12,22,0.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0
ec812,2019-04-12,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ec812,2019-04-13,0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
ec812,2019-04-13,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
